Day,Hour of Day,Hourly Total,Daily Total,Unit of Measurement
06/27/2025,12:00 AM,3.088,90.304,kWh
06/27/2025,1:00 AM,3.098,90.304,kWh
06/27/2025,2:00 AM,3.088,90.304,kWh
06/27/2025,3:00 AM,3.078,90.304,kWh
06/27/2025,4:00 AM,3.085,90.304,kWh
06/27/2025,5:00 AM,3.184,90.304,kWh
06/27/2025,6:00 AM,3.204,90.304,kWh
06/27/2025,7:00 AM,3.469,90.304,kWh
06/27/2025,8:00 AM,3.334,90.304,kWh
06/27/2025,9:00 AM,3.269,90.304,kWh
06/27/2025,10:00 AM,3.426,90.304,kWh
06/27/2025,11:00 AM,3.806,90.304,kWh
06/27/2025,12:00 PM,3.761,90.304,kWh
06/27/2025,1:00 PM,3.767,90.304,kWh
06/27/2025,2:00 PM,3.962,90.304,kWh
06/27/2025,3:00 PM,5.292,90.304,kWh
06/27/2025,4:00 PM,6.29,90.304,kWh
06/27/2025,5:00 PM,4.746,90.304,kWh
06/27/2025,6:00 PM,5.353,90.304,kWh
06/27/2025,7:00 PM,3.929,90.304,kWh
06/27/2025,8:00 PM,3.853,90.304,kWh
06/27/2025,9:00 PM,3.751,90.304,kWh
06/27/2025,10:00 PM,3.219,90.304,kWh
06/27/2025,11:00 PM,3.252,90.304,kWh
06/28/2025,12:00 AM,3.16,80.231,kWh
06/28/2025,1:00 AM,3.186,80.231,kWh
06/28/2025,2:00 AM,3.154,80.231,kWh
06/28/2025,3:00 AM,3.134,80.231,kWh
06/28/2025,4:00 AM,3.073,80.231,kWh
06/28/2025,5:00 AM,3.069,80.231,kWh
06/28/2025,6:00 AM,3.119,80.231,kWh
06/28/2025,7:00 AM,3.408,80.231,kWh
06/28/2025,8:00 AM,3.236,80.231,kWh
06/28/2025,9:00 AM,3.22,80.231,kWh
06/28/2025,10:00 AM,3.479,80.231,kWh
06/28/2025,11:00 AM,3.416,80.231,kWh
06/28/2025,12:00 PM,3.532,80.231,kWh
06/28/2025,1:00 PM,3.513,80.231,kWh
06/28/2025,2:00 PM,3.542,80.231,kWh
06/28/2025,3:00 PM,3.497,80.231,kWh
06/28/2025,4:00 PM,3.705,80.231,kWh
06/28/2025,5:00 PM,3.745,80.231,kWh
06/28/2025,6:00 PM,3.763,80.231,kWh
06/28/2025,7:00 PM,3.455,80.231,kWh
06/28/2025,8:00 PM,3.321,80.231,kWh
06/28/2025,9:00 PM,3.265,80.231,kWh
06/28/2025,10:00 PM,3.112,80.231,kWh
06/28/2025,11:00 PM,3.127,80.231,kWh
06/29/2025,12:00 AM,3.036,87.737,kWh
06/29/2025,1:00 AM,3.008,87.737,kWh
06/29/2025,2:00 AM,2.998,87.737,kWh
06/29/2025,3:00 AM,2.995,87.737,kWh
06/29/2025,4:00 AM,2.996,87.737,kWh
06/29/2025,5:00 AM,2.987,87.737,kWh
06/29/2025,6:00 AM,3.19,87.737,kWh
06/29/2025,7:00 AM,3.228,87.737,kWh
06/29/2025,8:00 AM,3.248,87.737,kWh
06/29/2025,9:00 AM,3.275,87.737,kWh
06/29/2025,10:00 AM,3.315,87.737,kWh
06/29/2025,11:00 AM,3.429,87.737,kWh
06/29/2025,12:00 PM,3.572,87.737,kWh
06/29/2025,1:00 PM,3.989,87.737,kWh
06/29/2025,2:00 PM,3.989,87.737,kWh
06/29/2025,3:00 PM,4.545,87.737,kWh
06/29/2025,4:00 PM,5.023,87.737,kWh
06/29/2025,5:00 PM,6.418,87.737,kWh
06/29/2025,6:00 PM,4.319,87.737,kWh
06/29/2025,7:00 PM,4.011,87.737,kWh
06/29/2025,8:00 PM,3.997,87.737,kWh
06/29/2025,9:00 PM,3.552,87.737,kWh
06/29/2025,10:00 PM,3.341,87.737,kWh
06/29/2025,11:00 PM,3.276,87.737,kWh
06/30/2025,12:00 AM,3.264,84.328,kWh
06/30/2025,1:00 AM,3.174,84.328,kWh
06/30/2025,2:00 AM,3.17,84.328,kWh
06/30/2025,3:00 AM,3.131,84.328,kWh
06/30/2025,4:00 AM,3.164,84.328,kWh
06/30/2025,5:00 AM,3.249,84.328,kWh
06/30/2025,6:00 AM,3.371,84.328,kWh
06/30/2025,7:00 AM,3.415,84.328,kWh
06/30/2025,8:00 AM,3.531,84.328,kWh
06/30/2025,9:00 AM,3.431,84.328,kWh
06/30/2025,10:00 AM,3.432,84.328,kWh
06/30/2025,11:00 AM,3.381,84.328,kWh
06/30/2025,12:00 PM,3.645,84.328,kWh
06/30/2025,1:00 PM,3.784,84.328,kWh
06/30/2025,2:00 PM,3.952,84.328,kWh
06/30/2025,3:00 PM,3.59,84.328,kWh
06/30/2025,4:00 PM,3.818,84.328,kWh
06/30/2025,5:00 PM,3.841,84.328,kWh
06/30/2025,6:00 PM,3.788,84.328,kWh
06/30/2025,7:00 PM,3.669,84.328,kWh
06/30/2025,8:00 PM,3.751,84.328,kWh
06/30/2025,9:00 PM,4.01,84.328,kWh
06/30/2025,10:00 PM,3.458,84.328,kWh
06/30/2025,11:00 PM,3.309,84.328,kWh
07/01/2025,12:00 AM,3.251,91.665,kWh
07/01/2025,1:00 AM,3.192,91.665,kWh
07/01/2025,2:00 AM,3.193,91.665,kWh
07/01/2025,3:00 AM,3.183,91.665,kWh
07/01/2025,4:00 AM,3.134,91.665,kWh
07/01/2025,5:00 AM,3.208,91.665,kWh
07/01/2025,6:00 AM,3.185,91.665,kWh
07/01/2025,7:00 AM,3.406,91.665,kWh
07/01/2025,8:00 AM,3.611,91.665,kWh
07/01/2025,9:00 AM,3.514,91.665,kWh
07/01/2025,10:00 AM,3.601,91.665,kWh
07/01/2025,11:00 AM,3.685,91.665,kWh
07/01/2025,12:00 PM,3.705,91.665,kWh
07/01/2025,1:00 PM,3.754,91.665,kWh
07/01/2025,2:00 PM,3.857,91.665,kWh
07/01/2025,3:00 PM,4.065,91.665,kWh
07/01/2025,4:00 PM,5.611,91.665,kWh
07/01/2025,5:00 PM,4.338,91.665,kWh
07/01/2025,6:00 PM,4.18,91.665,kWh
07/01/2025,7:00 PM,3.917,91.665,kWh
07/01/2025,8:00 PM,5.648,91.665,kWh
07/01/2025,9:00 PM,4.853,91.665,kWh
07/01/2025,10:00 PM,4.33,91.665,kWh
07/01/2025,11:00 PM,3.244,91.665,kWh
07/02/2025,12:00 AM,3.155,82.903,kWh
07/02/2025,1:00 AM,3.084,82.903,kWh
07/02/2025,2:00 AM,3.068,82.903,kWh
07/02/2025,3:00 AM,3.083,82.903,kWh
07/02/2025,4:00 AM,3.037,82.903,kWh
07/02/2025,5:00 AM,3.101,82.903,kWh
07/02/2025,6:00 AM,2.803,82.903,kWh
07/02/2025,7:00 AM,1.522,82.903,kWh
07/02/2025,8:00 AM,2.874,82.903,kWh
07/02/2025,9:00 AM,3.292,82.903,kWh
07/02/2025,10:00 AM,3.351,82.903,kWh
07/02/2025,11:00 AM,3.484,82.903,kWh
07/02/2025,12:00 PM,3.537,82.903,kWh
07/02/2025,1:00 PM,3.685,82.903,kWh
07/02/2025,2:00 PM,3.814,82.903,kWh
07/02/2025,3:00 PM,4.0,82.903,kWh
07/02/2025,4:00 PM,5.925,82.903,kWh
07/02/2025,5:00 PM,4.726,82.903,kWh
07/02/2025,6:00 PM,4.186,82.903,kWh
07/02/2025,7:00 PM,3.716,82.903,kWh
07/02/2025,8:00 PM,3.649,82.903,kWh
07/02/2025,9:00 PM,3.441,82.903,kWh
07/02/2025,10:00 PM,3.227,82.903,kWh
07/02/2025,11:00 PM,3.143,82.903,kWh
07/03/2025,12:00 AM,3.086,77.388,kWh
07/03/2025,1:00 AM,3.044,77.388,kWh
07/03/2025,2:00 AM,3.037,77.388,kWh
07/03/2025,3:00 AM,3.03,77.388,kWh
07/03/2025,4:00 AM,2.978,77.388,kWh
07/03/2025,5:00 AM,3.109,77.388,kWh
07/03/2025,6:00 AM,3.1,77.388,kWh
07/03/2025,7:00 AM,3.395,77.388,kWh
07/03/2025,8:00 AM,3.454,77.388,kWh
07/03/2025,9:00 AM,3.018,77.388,kWh
07/03/2025,10:00 AM,3.095,77.388,kWh
07/03/2025,11:00 AM,3.187,77.388,kWh
07/03/2025,12:00 PM,3.24,77.388,kWh
07/03/2025,1:00 PM,3.326,77.388,kWh
07/03/2025,2:00 PM,3.353,77.388,kWh
07/03/2025,3:00 PM,3.429,77.388,kWh
07/03/2025,4:00 PM,3.479,77.388,kWh
07/03/2025,5:00 PM,3.57,77.388,kWh
07/03/2025,6:00 PM,3.446,77.388,kWh
07/03/2025,7:00 PM,3.362,77.388,kWh
07/03/2025,8:00 PM,3.261,77.388,kWh
07/03/2025,9:00 PM,3.185,77.388,kWh
07/03/2025,10:00 PM,3.146,77.388,kWh
07/03/2025,11:00 PM,3.058,77.388,kWh
07/04/2025,12:00 AM,3.156,71.246,kWh
07/04/2025,1:00 AM,2.944,71.246,kWh
07/04/2025,2:00 AM,2.915,71.246,kWh
07/04/2025,3:00 AM,2.903,71.246,kWh
07/04/2025,4:00 AM,2.883,71.246,kWh
07/04/2025,5:00 AM,2.879,71.246,kWh
07/04/2025,6:00 AM,2.06,71.246,kWh
07/04/2025,7:00 AM,1.782,71.246,kWh
07/04/2025,8:00 AM,1.633,71.246,kWh
07/04/2025,9:00 AM,2.391,71.246,kWh
07/04/2025,10:00 AM,2.995,71.246,kWh
07/04/2025,11:00 AM,3.226,71.246,kWh
07/04/2025,12:00 PM,3.207,71.246,kWh
07/04/2025,1:00 PM,3.341,71.246,kWh
07/04/2025,2:00 PM,3.4,71.246,kWh
07/04/2025,3:00 PM,3.443,71.246,kWh
07/04/2025,4:00 PM,3.297,71.246,kWh
07/04/2025,5:00 PM,3.373,71.246,kWh
07/04/2025,6:00 PM,3.352,71.246,kWh
07/04/2025,7:00 PM,3.346,71.246,kWh
07/04/2025,8:00 PM,3.318,71.246,kWh
07/04/2025,9:00 PM,3.191,71.246,kWh
07/04/2025,10:00 PM,3.11,71.246,kWh
07/04/2025,11:00 PM,3.101,71.246,kWh
07/05/2025,12:00 AM,3.079,79.218,kWh
07/05/2025,1:00 AM,2.99,79.218,kWh
07/05/2025,2:00 AM,3.025,79.218,kWh
07/05/2025,3:00 AM,2.979,79.218,kWh
07/05/2025,4:00 AM,2.965,79.218,kWh
07/05/2025,5:00 AM,2.961,79.218,kWh
07/05/2025,6:00 AM,2.96,79.218,kWh
07/05/2025,7:00 AM,3.009,79.218,kWh
07/05/2025,8:00 AM,3.104,79.218,kWh
07/05/2025,9:00 AM,3.152,79.218,kWh
07/05/2025,10:00 AM,3.265,79.218,kWh
07/05/2025,11:00 AM,3.331,79.218,kWh
07/05/2025,12:00 PM,3.371,79.218,kWh
07/05/2025,1:00 PM,3.485,79.218,kWh
07/05/2025,2:00 PM,3.526,79.218,kWh
07/05/2025,3:00 PM,3.668,79.218,kWh
07/05/2025,4:00 PM,3.726,79.218,kWh
07/05/2025,5:00 PM,3.798,79.218,kWh
07/05/2025,6:00 PM,3.772,79.218,kWh
07/05/2025,7:00 PM,3.587,79.218,kWh
07/05/2025,8:00 PM,3.415,79.218,kWh
07/05/2025,9:00 PM,3.421,79.218,kWh
07/05/2025,10:00 PM,3.397,79.218,kWh
07/05/2025,11:00 PM,3.232,79.218,kWh
07/06/2025,12:00 AM,3.153,78.649,kWh
07/06/2025,1:00 AM,3.151,78.649,kWh
07/06/2025,2:00 AM,3.129,78.649,kWh
07/06/2025,3:00 AM,3.035,78.649,kWh
07/06/2025,4:00 AM,3.027,78.649,kWh
07/06/2025,5:00 AM,3.013,78.649,kWh
07/06/2025,6:00 AM,2.98,78.649,kWh
07/06/2025,7:00 AM,3.009,78.649,kWh
07/06/2025,8:00 AM,3.093,78.649,kWh
07/06/2025,9:00 AM,3.196,78.649,kWh
07/06/2025,10:00 AM,3.294,78.649,kWh
07/06/2025,11:00 AM,3.378,78.649,kWh
07/06/2025,12:00 PM,3.407,78.649,kWh
07/06/2025,1:00 PM,3.462,78.649,kWh
07/06/2025,2:00 PM,3.74,78.649,kWh
07/06/2025,3:00 PM,3.612,78.649,kWh
07/06/2025,4:00 PM,3.552,78.649,kWh
07/06/2025,5:00 PM,3.622,78.649,kWh
07/06/2025,6:00 PM,3.467,78.649,kWh
07/06/2025,7:00 PM,3.34,78.649,kWh
07/06/2025,8:00 PM,3.295,78.649,kWh
07/06/2025,9:00 PM,3.304,78.649,kWh
07/06/2025,10:00 PM,3.2,78.649,kWh
07/06/2025,11:00 PM,3.19,78.649,kWh
07/07/2025,12:00 AM,3.166,68.777,kWh
07/07/2025,1:00 AM,3.092,68.777,kWh
07/07/2025,2:00 AM,3.144,68.777,kWh
07/07/2025,3:00 AM,3.051,68.777,kWh
07/07/2025,4:00 AM,3.03,68.777,kWh
07/07/2025,5:00 AM,3.016,68.777,kWh
07/07/2025,6:00 AM,2.963,68.777,kWh
07/07/2025,7:00 AM,2.935,68.777,kWh
07/07/2025,8:00 AM,2.984,68.777,kWh
07/07/2025,9:00 AM,2.956,68.777,kWh
07/07/2025,10:00 AM,2.985,68.777,kWh
07/07/2025,11:00 AM,3.002,68.777,kWh
07/07/2025,12:00 PM,3.02,68.777,kWh
07/07/2025,1:00 PM,3.068,68.777,kWh
07/07/2025,2:00 PM,3.02,68.777,kWh
07/07/2025,3:00 PM,3.009,68.777,kWh
07/07/2025,4:00 PM,3.061,68.777,kWh
07/07/2025,5:00 PM,3.016,68.777,kWh
07/07/2025,6:00 PM,2.965,68.777,kWh
07/07/2025,7:00 PM,2.992,68.777,kWh
07/07/2025,8:00 PM,2.944,68.777,kWh
07/07/2025,9:00 PM,1.992,68.777,kWh
07/07/2025,10:00 PM,1.868,68.777,kWh
07/07/2025,11:00 PM,1.498,68.777,kWh
07/08/2025,12:00 AM,1.271,46.874,kWh
07/08/2025,1:00 AM,0.488,46.874,kWh
07/08/2025,2:00 AM,0.884,46.874,kWh
07/08/2025,3:00 AM,1.696,46.874,kWh
07/08/2025,4:00 AM,0.839,46.874,kWh
07/08/2025,5:00 AM,0.42,46.874,kWh
07/08/2025,6:00 AM,0.421,46.874,kWh
07/08/2025,7:00 AM,0.415,46.874,kWh
07/08/2025,8:00 AM,0.391,46.874,kWh
07/08/2025,9:00 AM,0.38,46.874,kWh
07/08/2025,10:00 AM,0.395,46.874,kWh
07/08/2025,11:00 AM,1.711,46.874,kWh
07/08/2025,12:00 PM,2.885,46.874,kWh
07/08/2025,1:00 PM,2.187,46.874,kWh
07/08/2025,2:00 PM,3.21,46.874,kWh
07/08/2025,3:00 PM,3.352,46.874,kWh
07/08/2025,4:00 PM,3.455,46.874,kWh
07/08/2025,5:00 PM,3.385,46.874,kWh
07/08/2025,6:00 PM,3.318,46.874,kWh
07/08/2025,7:00 PM,3.258,46.874,kWh
07/08/2025,8:00 PM,3.229,46.874,kWh
07/08/2025,9:00 PM,3.124,46.874,kWh
07/08/2025,10:00 PM,3.108,46.874,kWh
07/08/2025,11:00 PM,3.052,46.874,kWh
07/09/2025,12:00 AM,3.064,58.73,kWh
07/09/2025,1:00 AM,3.003,58.73,kWh
07/09/2025,2:00 AM,2.96,58.73,kWh
07/09/2025,3:00 AM,2.744,58.73,kWh
07/09/2025,4:00 AM,2.337,58.73,kWh
07/09/2025,5:00 AM,1.821,58.73,kWh
07/09/2025,6:00 AM,2.596,58.73,kWh
07/09/2025,7:00 AM,1.267,58.73,kWh
07/09/2025,8:00 AM,1.044,58.73,kWh
07/09/2025,9:00 AM,1.284,58.73,kWh
07/09/2025,10:00 AM,1.699,58.73,kWh
07/09/2025,11:00 AM,1.839,58.73,kWh
07/09/2025,12:00 PM,2.672,58.73,kWh
07/09/2025,1:00 PM,2.338,58.73,kWh
07/09/2025,2:00 PM,2.222,58.73,kWh
07/09/2025,3:00 PM,2.413,58.73,kWh
07/09/2025,4:00 PM,3.415,58.73,kWh
07/09/2025,5:00 PM,3.3,58.73,kWh
07/09/2025,6:00 PM,3.153,58.73,kWh
07/09/2025,7:00 PM,3.185,58.73,kWh
07/09/2025,8:00 PM,3.091,58.73,kWh
07/09/2025,9:00 PM,2.637,58.73,kWh
07/09/2025,10:00 PM,2.559,58.73,kWh
07/09/2025,11:00 PM,2.087,58.73,kWh
07/10/2025,12:00 AM,1.832,56.721,kWh
07/10/2025,1:00 AM,1.426,56.721,kWh
07/10/2025,2:00 AM,1.58,56.721,kWh
07/10/2025,3:00 AM,0.955,56.721,kWh
07/10/2025,4:00 AM,1.102,56.721,kWh
07/10/2025,5:00 AM,0.372,56.721,kWh
07/10/2025,6:00 AM,1.033,56.721,kWh
07/10/2025,7:00 AM,0.492,56.721,kWh
07/10/2025,8:00 AM,0.987,56.721,kWh
07/10/2025,9:00 AM,2.187,56.721,kWh
07/10/2025,10:00 AM,2.441,56.721,kWh
07/10/2025,11:00 AM,3.149,56.721,kWh
07/10/2025,12:00 PM,3.22,56.721,kWh
07/10/2025,1:00 PM,3.307,56.721,kWh
07/10/2025,2:00 PM,3.302,56.721,kWh
07/10/2025,3:00 PM,3.418,56.721,kWh
07/10/2025,4:00 PM,3.465,56.721,kWh
07/10/2025,5:00 PM,3.528,56.721,kWh
07/10/2025,6:00 PM,3.388,56.721,kWh
07/10/2025,7:00 PM,3.275,56.721,kWh
07/10/2025,8:00 PM,3.194,56.721,kWh
07/10/2025,9:00 PM,3.107,56.721,kWh
07/10/2025,10:00 PM,3.037,56.721,kWh
07/10/2025,11:00 PM,2.924,56.721,kWh
07/11/2025,12:00 AM,2.917,65.319,kWh
07/11/2025,1:00 AM,2.907,65.319,kWh
07/11/2025,2:00 AM,2.894,65.319,kWh
07/11/2025,3:00 AM,2.9,65.319,kWh
07/11/2025,4:00 AM,1.899,65.319,kWh
07/11/2025,5:00 AM,1.387,65.319,kWh
07/11/2025,6:00 AM,1.003,65.319,kWh
07/11/2025,7:00 AM,1.463,65.319,kWh
07/11/2025,8:00 AM,1.548,65.319,kWh
07/11/2025,9:00 AM,3.083,65.319,kWh
07/11/2025,10:00 AM,2.094,65.319,kWh
07/11/2025,11:00 AM,3.147,65.319,kWh
07/11/2025,12:00 PM,3.091,65.319,kWh
07/11/2025,1:00 PM,2.054,65.319,kWh
07/11/2025,2:00 PM,3.167,65.319,kWh
07/11/2025,3:00 PM,3.257,65.319,kWh
07/11/2025,4:00 PM,3.369,65.319,kWh
07/11/2025,5:00 PM,3.302,65.319,kWh
07/11/2025,6:00 PM,3.309,65.319,kWh
07/11/2025,7:00 PM,3.409,65.319,kWh
07/11/2025,8:00 PM,3.459,65.319,kWh
07/11/2025,9:00 PM,3.284,65.319,kWh
07/11/2025,10:00 PM,3.226,65.319,kWh
07/11/2025,11:00 PM,3.15,65.319,kWh
07/12/2025,12:00 AM,3.12,88.556,kWh
07/12/2025,1:00 AM,3.073,88.556,kWh
07/12/2025,2:00 AM,3.079,88.556,kWh
07/12/2025,3:00 AM,3.102,88.556,kWh
07/12/2025,4:00 AM,3.068,88.556,kWh
07/12/2025,5:00 AM,3.05,88.556,kWh
07/12/2025,6:00 AM,3.066,88.556,kWh
07/12/2025,7:00 AM,3.262,88.556,kWh
07/12/2025,8:00 AM,3.444,88.556,kWh
07/12/2025,9:00 AM,3.389,88.556,kWh
07/12/2025,10:00 AM,3.488,88.556,kWh
07/12/2025,11:00 AM,3.659,88.556,kWh
07/12/2025,12:00 PM,3.749,88.556,kWh
07/12/2025,1:00 PM,4.148,88.556,kWh
07/12/2025,2:00 PM,5.337,88.556,kWh
07/12/2025,3:00 PM,4.165,88.556,kWh
07/12/2025,4:00 PM,5.469,88.556,kWh
07/12/2025,5:00 PM,4.247,88.556,kWh
07/12/2025,6:00 PM,4.045,88.556,kWh
07/12/2025,7:00 PM,3.868,88.556,kWh
07/12/2025,8:00 PM,4.279,88.556,kWh
07/12/2025,9:00 PM,3.766,88.556,kWh
07/12/2025,10:00 PM,3.354,88.556,kWh
07/12/2025,11:00 PM,3.329,88.556,kWh
07/13/2025,12:00 AM,3.247,84.71,kWh
07/13/2025,1:00 AM,3.192,84.71,kWh
07/13/2025,2:00 AM,3.169,84.71,kWh
07/13/2025,3:00 AM,3.157,84.71,kWh
07/13/2025,4:00 AM,3.153,84.71,kWh
07/13/2025,5:00 AM,3.053,84.71,kWh
07/13/2025,6:00 AM,3.132,84.71,kWh
07/13/2025,7:00 AM,3.299,84.71,kWh
07/13/2025,8:00 AM,3.722,84.71,kWh
07/13/2025,9:00 AM,4.572,84.71,kWh
07/13/2025,10:00 AM,3.488,84.71,kWh
07/13/2025,11:00 AM,3.255,84.71,kWh
07/13/2025,12:00 PM,3.577,84.71,kWh
07/13/2025,1:00 PM,3.88,84.71,kWh
07/13/2025,2:00 PM,3.762,84.71,kWh
07/13/2025,3:00 PM,4.041,84.71,kWh
07/13/2025,4:00 PM,4.083,84.71,kWh
07/13/2025,5:00 PM,3.917,84.71,kWh
07/13/2025,6:00 PM,3.748,84.71,kWh
07/13/2025,7:00 PM,3.642,84.71,kWh
07/13/2025,8:00 PM,3.594,84.71,kWh
07/13/2025,9:00 PM,3.482,84.71,kWh
07/13/2025,10:00 PM,3.331,84.71,kWh
07/13/2025,11:00 PM,3.214,84.71,kWh
07/14/2025,12:00 AM,3.182,82.512,kWh
07/14/2025,1:00 AM,3.099,82.512,kWh
07/14/2025,2:00 AM,3.106,82.512,kWh
07/14/2025,3:00 AM,3.079,82.512,kWh
07/14/2025,4:00 AM,3.018,82.512,kWh
07/14/2025,5:00 AM,3.129,82.512,kWh
07/14/2025,6:00 AM,3.147,82.512,kWh
07/14/2025,7:00 AM,3.155,82.512,kWh
07/14/2025,8:00 AM,3.263,82.512,kWh
07/14/2025,9:00 AM,3.262,82.512,kWh
07/14/2025,10:00 AM,3.352,82.512,kWh
07/14/2025,11:00 AM,3.379,82.512,kWh
07/14/2025,12:00 PM,3.517,82.512,kWh
07/14/2025,1:00 PM,3.55,82.512,kWh
07/14/2025,2:00 PM,3.666,82.512,kWh
07/14/2025,3:00 PM,3.718,82.512,kWh
07/14/2025,4:00 PM,3.864,82.512,kWh
07/14/2025,5:00 PM,4.719,82.512,kWh
07/14/2025,6:00 PM,3.807,82.512,kWh
07/14/2025,7:00 PM,3.833,82.512,kWh
07/14/2025,8:00 PM,4.103,82.512,kWh
07/14/2025,9:00 PM,3.323,82.512,kWh
07/14/2025,10:00 PM,3.16,82.512,kWh
07/14/2025,11:00 PM,3.081,82.512,kWh
07/15/2025,12:00 AM,3.061,82.623,kWh
07/15/2025,1:00 AM,3.007,82.623,kWh
07/15/2025,2:00 AM,2.986,82.623,kWh
07/15/2025,3:00 AM,2.977,82.623,kWh
07/15/2025,4:00 AM,2.971,82.623,kWh
07/15/2025,5:00 AM,3.088,82.623,kWh
07/15/2025,6:00 AM,3.093,82.623,kWh
07/15/2025,7:00 AM,3.21,82.623,kWh
07/15/2025,8:00 AM,2.656,82.623,kWh
07/15/2025,9:00 AM,3.446,82.623,kWh
07/15/2025,10:00 AM,3.47,82.623,kWh
07/15/2025,11:00 AM,3.466,82.623,kWh
07/15/2025,12:00 PM,3.618,82.623,kWh
07/15/2025,1:00 PM,3.601,82.623,kWh
07/15/2025,2:00 PM,3.7,82.623,kWh
07/15/2025,3:00 PM,3.756,82.623,kWh
07/15/2025,4:00 PM,3.848,82.623,kWh
07/15/2025,5:00 PM,4.553,82.623,kWh
07/15/2025,6:00 PM,4.139,82.623,kWh
07/15/2025,7:00 PM,3.686,82.623,kWh
07/15/2025,8:00 PM,3.978,82.623,kWh
07/15/2025,9:00 PM,3.819,82.623,kWh
07/15/2025,10:00 PM,3.291,82.623,kWh
07/15/2025,11:00 PM,3.203,82.623,kWh
07/16/2025,12:00 AM,3.176,84.96,kWh
07/16/2025,1:00 AM,3.14,84.96,kWh
07/16/2025,2:00 AM,3.179,84.96,kWh
07/16/2025,3:00 AM,3.119,84.96,kWh
07/16/2025,4:00 AM,3.088,84.96,kWh
07/16/2025,5:00 AM,3.236,84.96,kWh
07/16/2025,6:00 AM,3.293,84.96,kWh
07/16/2025,7:00 AM,3.382,84.96,kWh
07/16/2025,8:00 AM,3.281,84.96,kWh
07/16/2025,9:00 AM,3.316,84.96,kWh
07/16/2025,10:00 AM,5.18,84.96,kWh
07/16/2025,11:00 AM,5.137,84.96,kWh
07/16/2025,12:00 PM,5.095,84.96,kWh
07/16/2025,1:00 PM,3.869,84.96,kWh
07/16/2025,2:00 PM,1.793,84.96,kWh
07/16/2025,3:00 PM,1.548,84.96,kWh
07/16/2025,4:00 PM,3.397,84.96,kWh
07/16/2025,5:00 PM,5.049,84.96,kWh
07/16/2025,6:00 PM,3.992,84.96,kWh
07/16/2025,7:00 PM,3.904,84.96,kWh
07/16/2025,8:00 PM,3.828,84.96,kWh
07/16/2025,9:00 PM,3.437,84.96,kWh
07/16/2025,10:00 PM,3.267,84.96,kWh
07/16/2025,11:00 PM,3.254,84.96,kWh
07/17/2025,12:00 AM,3.245,80.453,kWh
07/17/2025,1:00 AM,3.191,80.453,kWh
07/17/2025,2:00 AM,3.139,80.453,kWh
07/17/2025,3:00 AM,3.098,80.453,kWh
07/17/2025,4:00 AM,3.103,80.453,kWh
07/17/2025,5:00 AM,3.224,80.453,kWh
07/17/2025,6:00 AM,3.192,80.453,kWh
07/17/2025,7:00 AM,3.352,80.453,kWh
07/17/2025,8:00 AM,3.294,80.453,kWh
07/17/2025,9:00 AM,3.71,80.453,kWh
07/17/2025,10:00 AM,3.846,80.453,kWh
07/17/2025,11:00 AM,3.394,80.453,kWh
07/17/2025,12:00 PM,3.314,80.453,kWh
07/17/2025,1:00 PM,3.357,80.453,kWh
07/17/2025,2:00 PM,3.416,80.453,kWh
07/17/2025,3:00 PM,3.566,80.453,kWh
07/17/2025,4:00 PM,3.54,80.453,kWh
07/17/2025,5:00 PM,3.498,80.453,kWh
07/17/2025,6:00 PM,3.29,80.453,kWh
07/17/2025,7:00 PM,3.331,80.453,kWh
07/17/2025,8:00 PM,3.884,80.453,kWh
07/17/2025,9:00 PM,3.499,80.453,kWh
07/17/2025,10:00 PM,2.988,80.453,kWh
07/17/2025,11:00 PM,2.982,80.453,kWh
07/18/2025,12:00 AM,2.958,62.865,kWh
07/18/2025,1:00 AM,2.939,62.865,kWh
07/18/2025,2:00 AM,2.919,62.865,kWh
07/18/2025,3:00 AM,1.399,62.865,kWh
07/18/2025,4:00 AM,0.405,62.865,kWh
07/18/2025,5:00 AM,0.531,62.865,kWh
07/18/2025,6:00 AM,0.555,62.865,kWh
07/18/2025,7:00 AM,0.6,62.865,kWh
07/18/2025,8:00 AM,0.677,62.865,kWh
07/18/2025,9:00 AM,1.994,62.865,kWh
07/18/2025,10:00 AM,3.144,62.865,kWh
07/18/2025,11:00 AM,3.153,62.865,kWh
07/18/2025,12:00 PM,3.191,62.865,kWh
07/18/2025,1:00 PM,3.272,62.865,kWh
07/18/2025,2:00 PM,3.3,62.865,kWh
07/18/2025,3:00 PM,3.314,62.865,kWh
07/18/2025,4:00 PM,3.324,62.865,kWh
07/18/2025,5:00 PM,4.688,62.865,kWh
07/18/2025,6:00 PM,4.14,62.865,kWh
07/18/2025,7:00 PM,3.596,62.865,kWh
07/18/2025,8:00 PM,3.352,62.865,kWh
07/18/2025,9:00 PM,3.252,62.865,kWh
07/18/2025,10:00 PM,3.063,62.865,kWh
07/18/2025,11:00 PM,3.099,62.865,kWh
07/19/2025,12:00 AM,3.084,58.709,kWh
07/19/2025,1:00 AM,3.011,58.709,kWh
07/19/2025,2:00 AM,2.929,58.709,kWh
07/19/2025,3:00 AM,0.578,58.709,kWh
07/19/2025,4:00 AM,0.498,58.709,kWh
07/19/2025,5:00 AM,0.495,58.709,kWh
07/19/2025,6:00 AM,0.566,58.709,kWh
07/19/2025,7:00 AM,0.63,58.709,kWh
07/19/2025,8:00 AM,0.494,58.709,kWh
